"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 13 22:04:50 EDT 2020","Mon Jul 13 22:06:08 EDT 2020","78313","","test_word_search","TestWordLearn","","","test_words_search[climate]",""
